participant_id,time,scale,period,angle,font_size,stripe_color,text,input_text
2,6108.0,75cm,8.0,135.0,16.0,128.0,7052,
2,6714.0,75cm,7.0,135.0,16.0,128.0,3776,
2,5409.0,75cm,7.0,135.0,16.0,128.0,4393,
2,3453.0,75cm,8.0,135.0,16.0,128.0,3579,
2,4037.0,75cm,8.0,135.0,16.0,128.0,1976,
2,5139.0,intended,7.0,135.0,16.0,128.0,5143,
2,4306.0,intended,8.0,135.0,16.0,128.0,8971,
2,4218.0,intended,7.0,135.0,16.0,128.0,9855,
2,6579.0,intended,8.0,135.0,16.0,128.0,5505,
2,9280.0,intended,8.0,135.0,16.0,128.0,4315,
2,998.0,50cm,7.0,135.0,16.0,128.0,1742,11
2,415.0,50cm,7.0,135.0,16.0,128.0,9098,22
2,262.0,50cm,8.0,135.0,16.0,128.0,8521,3
2,409.0,50cm,8.0,135.0,16.0,128.0,8984,44
2,843.0,50cm,8.0,135.0,16.0,128.0,8147,55
2,118.0,100cm,7.0,135.0,16.0,128.0,5982,
2,4.0,100cm,7.0,135.0,16.0,128.0,1932,
2,687.0,100cm,8.0,135.0,16.0,128.0,5773,
2,103.0,100cm,8.0,135.0,16.0,128.0,5846,
2,131.0,100cm,8.0,135.0,16.0,128.0,4041,
