scale_factor,line_orientation,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,d,30,,0.0,,0.0,2,0.05
0.75,d,30,,0.0,,0.0,2,0.1
0.75,d,30,,0.0,,0.0,2,0.15
0.75,d,30,,0.0,,0.0,2,0.2
0.75,d,30,,0.0,,0.0,2,0.25
0.75,d,30,,0.0,,0.0,2,0.3
0.75,d,30,,0.0,,0.0,2,0.35
0.75,d,30,,0.0,,0.0,2,0.4
0.75,d,30,,0.0,,0.0,2,0.45
0.75,d,30,,0.0,,0.0,2,0.5
0.75,d,30,,0.0,,0.0,2,0.55
0.75,d,30,,0.0,,0.0,2,0.6
0.75,d,30,,0.0,,0.0,2,0.65
0.75,d,30,,0.0,,0.0,2,0.7
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.05
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.1
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.15
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.2
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.25
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.3
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.35
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.4
0.75,d,30,"absdelghijktian

 

nave ABCD",0.234375,ab olga MEER GURL MNOPORS U2 01286780,0.296875,4,0.45
0.75,d,30,,0.0,,0.0,4,0.5
0.75,d,30,,0.0,,0.0,4,0.55
0.75,d,30,,0.0,,0.0,4,0.6
0.75,d,30,,0.0,,0.0,4,0.65
0.75,d,30,,0.0,,0.0,4,0.7
0.75,d,30,"abadefgtiyklmnoparstin \ywxv20123456769

 

o/2 ABCDEFGHIUKL",0.265625,ablhilnnepartuviny2 MCORP ML MNOORSTUVIEYZO 128486780,0.46875,6,0.05
0.75,d,30,"abadefgtiyklmnoparstin \ywxv20123456769

 

o/2 ABCDEFGHIUKL",0.265625,ablhilnnepartuviny2 MCORP ML MNOORSTUVIEYZO 128486780,0.46875,6,0.1
0.75,d,30,"abadefgtiyklmnoparstin \ywxv20123456769

 

o/2 ABCDEFGHIUKL",0.265625,ablhilnnepartuviny2 MCORP ML MNOORSTUVIEYZO 128486780,0.46875,6,0.15
0.75,d,30,"abadefgtiyklmnoparstin \ywxv20123456769

 

o/2 ABCDEFGHIUKL",0.265625,ablhilnnepartuviny2 MCORP ML MNOORSTUVIEYZO 128486780,0.46875,6,0.2
0.75,d,30,"abadefgtiyklmnoparstin \ywxv20123456769

 

o/2 ABCDEFGHIUKL",0.265625,ablhilnnepartuviny2 MCORP ML MNOORSTUVIEYZO 128486780,0.46875,6,0.25
0.75,d,30,"abadefgtiyklmnoparstin \ywxv20123456769

 

o/2 ABCDEFGHIUKL",0.265625,ablhilnnepartuviny2 MCORP ML MNOORSTUVIEYZO 128486780,0.46875,6,0.3
0.75,d,30,abadsighiiklinnapyestuvwg ABLDE,0.296875,"SSS AAA WN
RESEERTER SSSssss",0.078125,6,0.35
0.75,d,30,abadsighiiklinnapyestuvwg ABLDE,0.296875,"SSS AAA WN
RESEERTER SSSssss",0.078125,6,0.4
0.75,d,30,abadsighiiklinnapyestuvwg ABLDE,0.296875,"SSS AAA WN
RESEERTER SSSssss",0.078125,6,0.45
0.75,d,30,,0.0,,0.0,6,0.5
0.75,d,30,,0.0,,0.0,6,0.55
0.75,d,30,,0.0,,0.0,6,0.6
0.75,d,30,,0.0,,0.0,6,0.65
0.75,d,30,SSSssssSsS&S&SESE{EX SSS,0.078125,SS,0.015625,6,0.7
0.75,d,30,"abedefahiikiinnoparstuwioyz ARODERGHIIKL

 

INOPORSTUWWKYZ0129456769",0.59375,_shcolghincparsuciny2 CORPO UR MNRAS WT 018488780,0.328125,8,0.05
0.75,d,30,"abedefahiikiinnoparstuwioyz ARODERGHIIKL

 

INOPORSTUWWKYZ0129456769",0.59375,_shcolghincparsuciny2 CORPO UR MNRAS WT 018488780,0.328125,8,0.1
0.75,d,30,"abedefahiikiinnoparstuwioyz ARODERGHIIKL

 

INOPORSTUWWKYZ0129456769",0.59375,_shcolghincparsuciny2 CORPO UR MNRAS WT 018488780,0.328125,8,0.15
0.75,d,30,"abedefahiikiinnoparstuwioyz ARODERGHIIKL

 

INOPORSTUWWKYZ0129456769",0.59375,_shcolghincparsuciny2 CORPO UR MNRAS WT 018488780,0.328125,8,0.2
0.75,d,30,abel fghiiltmnepgiatuvivz ABODERGH luk MNORGRS TUN,0.390625,,0.0,8,0.25
0.75,d,30,abel fghiiltmnepgiatuvivz ABODERGH luk MNORGRS TUN,0.390625,,0.0,8,0.3
0.75,d,30,abel fghiiltmnepgiatuvivz ABODERGH luk MNORGRS TUN,0.390625,,0.0,8,0.35
0.75,d,30,"abedaiahiuienopictu avez ARSDEMGe Hye MAGAGAS TUN

 

ruiz",0.296875,S,0.015625,8,0.4
0.75,d,30,"abedaiahiuienopictu avez ARSDEMGe Hye MAGAGAS TUN

 

ruiz",0.296875,S,0.015625,8,0.45
0.75,d,30,,0.0,SS,0.015625,8,0.5
0.75,d,30,,0.0,SS,0.015625,8,0.55
0.75,d,30,,0.0,SS,0.015625,8,0.6
0.75,d,30,,0.0,,0.0,8,0.65
0.75,d,30,,0.0,,0.0,8,0.7
0.75,d,30,abedefghijklmnopgestuwioryz ABCDEFGHIIKLMINOPORS TUVWXYZ 0129468780,0.765625,ateolghimncentusiay BCOEFGUNLNIOPORS AYZ 0123486786,0.484375,10,0.05
0.75,d,30,abedefghijklmnopgestuwioryz ABCDEFGHIIKLMINOPORS TUVWXYZ 0129468780,0.765625,ateolghimncentusiay BCOEFGUNLNIOPORS AYZ 0123486786,0.484375,10,0.1
0.75,d,30,abedefghijklmnopgestuwioryz ABCDEFGHIIKLMINOPORS TUVWXYZ 0129468780,0.765625,ateolghimncentusiay BCOEFGUNLNIOPORS AYZ 0123486786,0.484375,10,0.15
0.75,d,30,"avedetghiitdmmaparstuway? ABCDEFGH IJKLMIOPORS TUN

 

(ye0128458760",0.546875,_ateeiinartuia ABBR UML NMCORS TURRET AEST,0.234375,10,0.2
0.75,d,30,"avedetghiitdmmaparstuway? ABCDEFGH IJKLMIOPORS TUN

 

(ye0128458760",0.546875,_ateeiinartuia ABBR UML NMCORS TURRET AEST,0.234375,10,0.25
0.75,d,30,avorgighimnapyestuiiys ABCDEEGe I JRLMIVOPORS TuUWXYE 9122480780.,0.484375,SS,0.015625,10,0.3
0.75,d,30,avorgighimnapyestuiiys ABCDEEGe I JRLMIVOPORS TuUWXYE 9122480780.,0.484375,SS,0.015625,10,0.35
0.75,d,30,,0.0,Ss,0.015625,10,0.4
0.75,d,30,,0.0,Ss,0.015625,10,0.45
0.75,d,30,SS LVI,0.046875,3S,0.015625,10,0.5
0.75,d,30,SS LVI,0.046875,3S,0.015625,10,0.55
0.75,d,30,,0.0,,0.0,10,0.6
0.75,d,30,,0.0,,0.0,10,0.65
0.75,d,30,,0.0,SS,0.015625,10,0.7
0.75,d,30,abode fghilktmnoparstexwinyz ABCDEFGHIdKLMNOPORS TUVWXYZ 0128456780,0.78125,_bolghiktmncpaiuvin CORPS NOOR TUAYZ 0128486780,0.421875,12,0.05
0.75,d,30,abode fghilktmnoparstexwinyz ABCDEFGHIdKLMNOPORS TUVWXYZ 0128456780,0.78125,_bolghiktmncpaiuvin CORPS NOOR TUAYZ 0128486780,0.421875,12,0.1
0.75,d,30,abode fghilktmnoparstexwinyz ABCDEFGHIdKLMNOPORS TUVWXYZ 0128456780,0.78125,_bolghiktmncpaiuvin CORPS NOOR TUAYZ 0128486780,0.421875,12,0.15
0.75,d,30,‘abode fghliktmiopgistenivnyz ABODERGHTeKLMINOPORS TUVWXYZ 0123486700,0.625,_e hime MESO ARANDA TURAZO 28488700,0.203125,12,0.2
