scale_factor,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.05
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.1
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.15
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.2
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.25
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.3
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.35
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.4
0.75,45,ABQDEFGHIAKLMINOS,0.5,ORFOHRLMCEORSTUNNY,0.34615384615384615,4,0.45
0.75,45,ERE,0.07692307692307687,WK,0.038461538461538436,4,0.5
0.75,45,ERE,0.07692307692307687,WK,0.038461538461538436,4,0.55
0.75,45,ERE,0.07692307692307687,WK,0.038461538461538436,4,0.6
0.75,45,ERE,0.07692307692307687,WK,0.038461538461538436,4,0.65
0.75,45,ERE,0.07692307692307687,WK,0.038461538461538436,4,0.7
0.75,45,ABCDEFGHISKL MNOPORSTUWWHYZ,0.8076923076923077,aCOEFONLILNOEDRSTINANT,0.34615384615384615,6,0.05
0.75,45,ABCDEFGHISKL MNOPORSTUWWHYZ,0.8076923076923077,aCOEFONLILNOEDRSTINANT,0.34615384615384615,6,0.1
0.75,45,ABCDEFGHISKL MNOPORSTUWWHYZ,0.8076923076923077,aCOEFONLILNOEDRSTINANT,0.34615384615384615,6,0.15
0.75,45,ABCDEFGHISKL MNOPORSTUWWHYZ,0.8076923076923077,aCOEFONLILNOEDRSTINANT,0.34615384615384615,6,0.2
