scale_factor,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.05
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.1
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.15
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.2
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.25
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.3
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.35
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.4
0.75,90,"HNL MINCRC

 

Lywevg,",0.038461538461538436,AICEAZOHP UR NCAR Ie,0.1923076923076923,4,0.45
0.75,90,,0.0,,0.0,4,0.5
0.75,90,,0.0,,0.0,4,0.55
0.75,90,,0.0,,0.0,4,0.6
0.75,90,,0.0,,0.0,4,0.65
0.75,90,,0.0,,0.0,4,0.7
0.75,90,"ABDCEFGHISKLMNCF

 

STLUWXYZ",0.5384615384615384,‘aSercHLMUANrcESTUWINZ,0.2692307692307693,6,0.05
0.75,90,"ABDCEFGHISKLMNCF

 

STLUWXYZ",0.5384615384615384,‘aSercHLMUANrcESTUWINZ,0.2692307692307693,6,0.1
0.75,90,"ABDCEFGHISKLMNCF

 

STLUWXYZ",0.5384615384615384,‘aSercHLMUANrcESTUWINZ,0.2692307692307693,6,0.15
0.75,90,"ABDCEFGHISKLMNCF

 

STLUWXYZ",0.5384615384615384,‘aSercHLMUANrcESTUWINZ,0.2692307692307693,6,0.2
0.75,90,"ABDCEFGHISKLMNCF

 

STLUWXYZ",0.5384615384615384,‘aSercHLMUANrcESTUWINZ,0.2692307692307693,6,0.25
0.75,90,"ABDCEFGHISKLMNCF

 

STLUWXYZ",0.5384615384615384,‘aSercHLMUANrcESTUWINZ,0.2692307692307693,6,0.3
0.75,90,"AD DEFSHIIKLMIIDE

 

STLWKYZ",0.3846153846153846,,0.0,6,0.35
0.75,90,"AD DEFSHIIKLMIIDE

 

STLWKYZ",0.3846153846153846,,0.0,6,0.4
0.75,90,"AD DEFSHIIKLMIIDE

 

STLWKYZ",0.3846153846153846,,0.0,6,0.45
0.75,90,,0.0,,0.0,6,0.5
0.75,90,,0.0,,0.0,6,0.55
0.75,90,,0.0,,0.0,6,0.6
0.75,90,,0.0,,0.0,6,0.65
0.75,90,,0.0,,0.0,6,0.7
