phase_px,scale_factor,resize_kernel,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
2,0.5,bicubic,0,,0.0,YPORS Ss UVWXYZ,0.2692307692307693,8,0.3
4,0.5,lanczos,0,,0.0,,0.0,8,0.3
4,0.5,nearest,0,,0.0,,0.0,8,0.3
4,0.5,bilinear,0,,0.0,ABCDEFGHIJKLMNOPORSTUVWXYZ,0.9615384615384616,8,0.3
4,0.5,bicubic,0,,0.0,,0.0,8,0.3
6,0.5,lanczos,0,,0.0,,0.0,8,0.3
6,0.5,nearest,0,,0.0,,0.0,8,0.3
6,0.5,bilinear,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,8,0.3
6,0.5,bicubic,0,,0.0,ABCDEFGHIJKLMNOPORSTUVWXYZ,0.9615384615384616,8,0.3
0,0.5,lanczos,0,,0.0,,0.0,8,0.5
0,0.5,nearest,0,,0.0,,0.0,8,0.5
0,0.5,bilinear,0,,0.0,,0.0,8,0.5
0,0.5,bicubic,0,,0.0,,0.0,8,0.5
2,0.5,lanczos,0,,0.0,,0.0,8,0.5
2,0.5,nearest,0,,0.0,,0.0,8,0.5
2,0.5,bilinear,0,,0.0,,0.0,8,0.5
2,0.5,bicubic,0,,0.0,,0.0,8,0.5
4,0.5,lanczos,0,,0.0,,0.0,8,0.5
4,0.5,nearest,0,,0.0,,0.0,8,0.5
4,0.5,bilinear,0,,0.0,,0.0,8,0.5
4,0.5,bicubic,0,,0.0,,0.0,8,0.5
6,0.5,lanczos,0,,0.0,,0.0,8,0.5
6,0.5,nearest,0,,0.0,,0.0,8,0.5
6,0.5,bilinear,0,,0.0,,0.0,8,0.5
6,0.5,bicubic,0,,0.0,,0.0,8,0.5
0,0.5,lanczos,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
0,0.5,nearest,0,,0.0,,0.0,12,0.1
0,0.5,bilinear,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
0,0.5,bicubic,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
3,0.5,lanczos,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,12,0.1
3,0.5,nearest,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
3,0.5,bilinear,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,12,0.1
3,0.5,bicubic,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,12,0.1
6,0.5,lanczos,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,12,0.1
6,0.5,nearest,0,,0.0,,0.0,12,0.1
6,0.5,bilinear,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,12,0.1
6,0.5,bicubic,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,12,0.1
9,0.5,lanczos,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
9,0.5,nearest,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
9,0.5,bilinear,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
9,0.5,bicubic,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,12,0.1
0,0.5,lanczos,0,,0.0,,0.0,12,0.3
0,0.5,nearest,0,,0.0,,0.0,12,0.3
0,0.5,bilinear,0,,0.0,,0.0,12,0.3
0,0.5,bicubic,0,,0.0,,0.0,12,0.3
3,0.5,lanczos,0,,0.0,,0.0,12,0.3
3,0.5,nearest,0,,0.0,,0.0,12,0.3
3,0.5,bilinear,0,,0.0,"cy

W

m

7

Gy

sHISKEMN

5

“yy
a)

Xk)

Ww

mn

OVWXYZ",0.0,12,0.3
3,0.5,bicubic,0,,0.0,,0.0,12,0.3
6,0.5,lanczos,0,,0.0,,0.0,12,0.3
6,0.5,nearest,0,,0.0,,0.0,12,0.3
6,0.5,bilinear,0,,0.0,,0.0,12,0.3
6,0.5,bicubic,0,,0.0,,0.0,12,0.3
9,0.5,lanczos,0,,0.0,,0.0,12,0.3
9,0.5,nearest,0,,0.0,,0.0,12,0.3
9,0.5,bilinear,0,,0.0,,0.0,12,0.3
9,0.5,bicubic,0,,0.0,,0.0,12,0.3
0,0.5,lanczos,0,,0.0,,0.0,12,0.5
0,0.5,nearest,0,,0.0,,0.0,12,0.5
0,0.5,bilinear,0,,0.0,,0.0,12,0.5
0,0.5,bicubic,0,,0.0,,0.0,12,0.5
3,0.5,lanczos,0,,0.0,,0.0,12,0.5
3,0.5,nearest,0,,0.0,,0.0,12,0.5
3,0.5,bilinear,0,,0.0,,0.0,12,0.5
3,0.5,bicubic,0,,0.0,,0.0,12,0.5
6,0.5,lanczos,0,,0.0,,0.0,12,0.5
6,0.5,nearest,0,,0.0,,0.0,12,0.5
6,0.5,bilinear,0,,0.0,,0.0,12,0.5
6,0.5,bicubic,0,,0.0,,0.0,12,0.5
9,0.5,lanczos,0,,0.0,,0.0,12,0.5
9,0.5,nearest,0,,0.0,,0.0,12,0.5
9,0.5,bilinear,0,,0.0,,0.0,12,0.5
9,0.5,bicubic,0,,0.0,,0.0,12,0.5
0,0.5,lanczos,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
0,0.5,nearest,0,,0.0,,0.0,16,0.1
0,0.5,bilinear,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
0,0.5,bicubic,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
4,0.5,lanczos,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
4,0.5,nearest,0,,0.0,,0.0,16,0.1
4,0.5,bilinear,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
4,0.5,bicubic,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
8,0.5,lanczos,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,16,0.1
8,0.5,nearest,0,,0.0,,0.0,16,0.1
8,0.5,bilinear,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,16,0.1
8,0.5,bicubic,0,,0.0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,16,0.1
12,0.5,lanczos,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
12,0.5,nearest,0,,0.0,,0.0,16,0.1
12,0.5,bilinear,0,,0.0,ABCDEFGHISJKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
12,0.5,bicubic,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,16,0.1
0,0.5,lanczos,0,,0.0,,0.0,16,0.3
0,0.5,nearest,0,,0.0,,0.0,16,0.3
0,0.5,bilinear,0,,0.0,,0.0,16,0.3
0,0.5,bicubic,0,,0.0,,0.0,16,0.3
4,0.5,lanczos,0,,0.0,,0.0,16,0.3
4,0.5,nearest,0,,0.0,,0.0,16,0.3
4,0.5,bilinear,0,,0.0,,0.0,16,0.3
4,0.5,bicubic,0,,0.0,,0.0,16,0.3
8,0.5,lanczos,0,,0.0,,0.0,16,0.3
8,0.5,nearest,0,,0.0,,0.0,16,0.3
8,0.5,bilinear,0,,0.0,,0.0,16,0.3
8,0.5,bicubic,0,,0.0,,0.0,16,0.3
12,0.5,lanczos,0,,0.0,,0.0,16,0.3
12,0.5,nearest,0,,0.0,,0.0,16,0.3
12,0.5,bilinear,0,,0.0,,0.0,16,0.3
12,0.5,bicubic,0,,0.0,,0.0,16,0.3
0,0.5,lanczos,0,"aNonosas@ a 2 ee eee oe ew ee we ee ee 8
on rte or eee eee le
wee ree re wea . meow ew

 

az
~~",0.0,,0.0,16,0.5
0,0.5,nearest,0,"aNonosas@ a 2 ee eee oe ew ee we ee ee 8
on rte or eee eee le
wee ree re wea . meow ew

 

az
~~",0.0,,0.0,16,0.5
0,0.5,bilinear,0,"aNonosas@ a 2 ee eee oe ew ee we ee ee 8
on rte or eee eee le
wee ree re wea . meow ew

 

az
~~",0.0,,0.0,16,0.5
0,0.5,bicubic,0,"aNonosas@ a 2 ee eee oe ew ee we ee ee 8
on rte or eee eee le
wee ree re wea . meow ew

 

az
~~",0.0,,0.0,16,0.5
4,0.5,lanczos,0,"ee ee a ee
aN ave ee 8 8 oe ee Ne ee ee ee 8
eo ope ee ee oe hl eC
ee oT See a

—",0.0,,0.0,16,0.5
4,0.5,nearest,0,"ee ee a ee
aN ave ee 8 8 oe ee Ne ee ee ee 8
eo ope ee ee oe hl eC
ee oT See a

—",0.0,,0.0,16,0.5
4,0.5,bilinear,0,"ee ee a ee
aN ave ee 8 8 oe ee Ne ee ee ee 8
eo ope ee ee oe hl eC
ee oT See a

—",0.0,,0.0,16,0.5
4,0.5,bicubic,0,"ee ee a ee
aN ave ee 8 8 oe ee Ne ee ee ee 8
eo ope ee ee oe hl eC
ee oT See a

—",0.0,,0.0,16,0.5
8,0.5,lanczos,0,"noes ewer hh hme

a. oer _ eee —s

— sr se ve 8s woos

oem os ons
aewne ow

 

ou",0.0,,0.0,16,0.5
8,0.5,nearest,0,"noes ewer hh hme

a. oer _ eee —s

— sr se ve 8s woos

oem os ons
aewne ow

 

ou",0.0,,0.0,16,0.5
8,0.5,bilinear,0,"noes ewer hh hme

a. oer _ eee —s

— sr se ve 8s woos

oem os ons
aewne ow

 

ou",0.0,,0.0,16,0.5
8,0.5,bicubic,0,"noes ewer hh hme

a. oer _ eee —s

— sr se ve 8s woos

oem os ons
aewne ow

 

ou",0.0,,0.0,16,0.5
12,0.5,lanczos,0,"ue
. a
wove

wus
—

oweewuse

muse eeu

 

:
: :
neue

:
:
a

.",0.0,,0.0,16,0.5
12,0.5,nearest,0,"ue
. a
wove

wus
—

oweewuse

muse eeu

 

:
: :
neue

:
:
a

.",0.0,,0.0,16,0.5
12,0.5,bilinear,0,"ue
. a
wove

wus
—

oweewuse

muse eeu

 

:
: :
neue

:
:
a

.",0.0,,0.0,16,0.5
12,0.5,bicubic,0,"ue
. a
wove

wus
—

oweewuse

muse eeu

 

:
: :
neue

:
:
a

.",0.0,,0.0,16,0.5
0,0.5,lanczos,0,"NI
\.
><
=,
—_
>

>)

YW)
CY

umn
=<",0.0,,0.0,24,0.1
0,0.5,nearest,0,"NI
\.
><
=,
—_
>

>)

YW)
CY

umn
=<",0.0,,0.0,24,0.1
0,0.5,bilinear,0,"NI
\.
><
=,
—_
>

>)

YW)
CY

umn
=<",0.0,"R

a

TUVWXYZ",0.2692307692307693,24,0.1
0,0.5,bicubic,0,"NI
\.
><
=,
—_
>

>)

YW)
CY

umn
=<",0.0,,0.0,24,0.1
6,0.5,lanczos,0,,0.0,,0.0,24,0.1
6,0.5,nearest,0,,0.0,,0.0,24,0.1
6,0.5,bilinear,0,,0.0,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,24,0.1
6,0.5,bicubic,0,,0.0,,0.0,24,0.1
12,0.5,lanczos,0,,0.0,,0.0,24,0.1
12,0.5,nearest,0,,0.0,,0.0,24,0.1
12,0.5,bilinear,0,,0.0,,0.0,24,0.1
12,0.5,bicubic,0,,0.0,,0.0,24,0.1
18,0.5,lanczos,0,"LL.
Lu
C)
i)
cy)
<I",0.038461538461538436,,0.0,24,0.1
18,0.5,nearest,0,"LL.
Lu
C)
i)
cy)
<I",0.038461538461538436,,0.0,24,0.1
18,0.5,bilinear,0,"LL.
Lu
C)
i)
cy)
<I",0.038461538461538436,,0.0,24,0.1
18,0.5,bicubic,0,"LL.
Lu
C)
i)
cy)
<I",0.038461538461538436,,0.0,24,0.1
0,0.5,lanczos,0,"i
NX.
>
ric
UP)
LL.
LLI
C2)
CL)
CC)",0.0,,0.0,24,0.3
0,0.5,nearest,0,"i
NX.
>
ric
UP)
LL.
LLI
C2)
CL)
CC)",0.0,,0.0,24,0.3
0,0.5,bilinear,0,"i
NX.
>
ric
UP)
LL.
LLI
C2)
CL)
CC)",0.0,,0.0,24,0.3
0,0.5,bicubic,0,"i
NX.
>
ric
UP)
LL.
LLI
C2)
CL)
CC)",0.0,,0.0,24,0.3
6,0.5,lanczos,0,,0.0,,0.0,24,0.3
6,0.5,nearest,0,,0.0,,0.0,24,0.3
6,0.5,bilinear,0,,0.0,,0.0,24,0.3
6,0.5,bicubic,0,,0.0,,0.0,24,0.3
12,0.5,lanczos,0,,0.0,,0.0,24,0.3
12,0.5,nearest,0,,0.0,,0.0,24,0.3
12,0.5,bilinear,0,,0.0,,0.0,24,0.3
12,0.5,bicubic,0,,0.0,,0.0,24,0.3
18,0.5,lanczos,0,"EN INAININI™7
i i SS

I
LUNN KV 7

ae
eS
vw Tow

©!
©)

cue
<==

~7
el
1

1
Sst
“"")

-[-
(2)
LL.
LuJ
(7)
(.)",0.0,,0.0,24,0.3
18,0.5,nearest,0,"EN INAININI™7
i i SS

I
LUNN KV 7

ae
eS
vw Tow

©!
©)

cue
<==

~7
el
1

1
Sst
“"")

-[-
(2)
LL.
LuJ
(7)
(.)",0.0,,0.0,24,0.3
18,0.5,bilinear,0,"EN INAININI™7
i i SS

I
LUNN KV 7

ae
eS
vw Tow

©!
©)

cue
<==

~7
el
1

1
Sst
“"")

-[-
(2)
LL.
LuJ
(7)
(.)",0.0,,0.0,24,0.3
18,0.5,bicubic,0,"EN INAININI™7
i i SS

I
LUNN KV 7

ae
eS
vw Tow

©!
©)

cue
<==

~7
el
1

1
Sst
“"")

-[-
(2)
LL.
LuJ
(7)
(.)",0.0,,0.0,24,0.3
0,0.5,lanczos,0,"Hive
PN EE

RAN ET
EWE ENEE

xX
i

.
rc

rn
aor

 <

i i |
rt

™~ F

EN FUMENSIATS FF
Bw wa nm Ts",0.0,"= 0
oS

iad",0.038461538461538436,24,0.5
0,0.5,nearest,0,"Hive
PN EE

RAN ET
EWE ENEE

xX
i

.
rc

rn
aor

 <

i i |
rt

™~ F

EN FUMENSIATS FF
Bw wa nm Ts",0.0,,0.0,24,0.5
0,0.5,bilinear,0,"Hive
PN EE

RAN ET
EWE ENEE

xX
i

.
rc

rn
aor

 <

i i |
rt

™~ F

EN FUMENSIATS FF
Bw wa nm Ts",0.0,,0.0,24,0.5
0,0.5,bicubic,0,"Hive
PN EE

RAN ET
EWE ENEE

xX
i

.
rc

rn
aor

 <

i i |
rt

™~ F

EN FUMENSIATS FF
Bw wa nm Ts",0.0,4,0.0,24,0.5
6,0.5,lanczos,0,"o’

WINE gr Ww
EVE EPNEA SF

a
A

QP Wen

E EU FUNE WN

f",0.0,,0.0,24,0.5
6,0.5,nearest,0,"o’

WINE gr Ww
EVE EPNEA SF

a
A

QP Wen

E EU FUNE WN

f",0.0,,0.0,24,0.5
6,0.5,bilinear,0,"o’

WINE gr Ww
EVE EPNEA SF

a
A

QP Wen

E EU FUNE WN

f",0.0,,0.0,24,0.5
6,0.5,bicubic,0,"o’

WINE gr Ww
EVE EPNEA SF

a
A

QP Wen

E EU FUNE WN

f",0.0,,0.0,24,0.5
12,0.5,lanczos,0,"ee i ce
aN bow? 2 ee ee tA f£ IN /JEENE SE Rive Beg we F BP ENP UINE Ww wos

7A AULJNLESE_E MVJE EBEeov ENE_EVEENWNOSE Rv ENes FE XY Ww UW syn be
=

 

 

~~ om",0.0,,0.0,24,0.5
12,0.5,nearest,0,"ee i ce
aN bow? 2 ee ee tA f£ IN /JEENE SE Rive Beg we F BP ENP UINE Ww wos

7A AULJNLESE_E MVJE EBEeov ENE_EVEENWNOSE Rv ENes FE XY Ww UW syn be
=

 

 

~~ om",0.0,,0.0,24,0.5
12,0.5,bilinear,0,"ee i ce
aN bow? 2 ee ee tA f£ IN /JEENE SE Rive Beg we F BP ENP UINE Ww wos

7A AULJNLESE_E MVJE EBEeov ENE_EVEENWNOSE Rv ENes FE XY Ww UW syn be
=

 

 

~~ om",0.0,,0.0,24,0.5
12,0.5,bicubic,0,"ee i ce
aN bow? 2 ee ee tA f£ IN /JEENE SE Rive Beg we F BP ENP UINE Ww wos

7A AULJNLESE_E MVJE EBEeov ENE_EVEENWNOSE Rv ENes FE XY Ww UW syn be
=

 

 

~~ om",0.0,,0.0,24,0.5
18,0.5,lanczos,0,"(

a
C.

f

x‘

t
t
—

RART Aa SA? A rare ""sr!
EN/E ENE EE ihmTI i=” ™ | -
i a |

 

AON A IN IN I""
Burura AR WV TF

 

were ee wa fe ee",0.0,Pie Se er Sr eS SS,0.038461538461538436,24,0.5
18,0.5,nearest,0,"(

a
C.

f

x‘

t
t
—

RART Aa SA? A rare ""sr!
EN/E ENE EE ihmTI i=” ™ | -
i a |

 

AON A IN IN I""
Burura AR WV TF

 

were ee wa fe ee",0.0,,0.0,24,0.5
18,0.5,bilinear,0,"(

a
C.

f

x‘

t
t
—

RART Aa SA? A rare ""sr!
EN/E ENE EE ihmTI i=” ™ | -
i a |

 

AON A IN IN I""
Burura AR WV TF

 

were ee wa fe ee",0.0,"0)
O)
C

2)

111
“11

,

q",0.0,24,0.5
18,0.5,bicubic,0,"(

a
C.

f

x‘

t
t
—

RART Aa SA? A rare ""sr!
EN/E ENE EE ihmTI i=” ™ | -
i a |

 

AON A IN IN I""
Burura AR WV TF

 

were ee wa fe ee",0.0,"9)
7)
C

2)

111
“11

p

:",0.0,24,0.5
0,0.5,lanczos,0,,0.0,,0.0,32,0.1
0,0.5,nearest,0,,0.0,,0.0,32,0.1
0,0.5,bilinear,0,,0.0,,0.0,32,0.1
0,0.5,bicubic,0,,0.0,,0.0,32,0.1
8,0.5,lanczos,0,"Lud
CC)",0.038461538461538436,,0.0,32,0.1
8,0.5,nearest,0,"Lud
CC)",0.038461538461538436,,0.0,32,0.1
8,0.5,bilinear,0,"Lud
CC)",0.038461538461538436,,0.0,32,0.1
8,0.5,bicubic,0,"Lud
CC)",0.038461538461538436,,0.0,32,0.1
16,0.5,lanczos,0,,0.0,,0.0,32,0.1
16,0.5,nearest,0,,0.0,,0.0,32,0.1
16,0.5,bilinear,0,,0.0,,0.0,32,0.1
16,0.5,bicubic,0,,0.0,,0.0,32,0.1
24,0.5,lanczos,0,,0.0,,0.0,32,0.1
24,0.5,nearest,0,,0.0,,0.0,32,0.1
24,0.5,bilinear,0,,0.0,,0.0,32,0.1
24,0.5,bicubic,0,,0.0,,0.0,32,0.1
0,0.5,lanczos,0,"INJ

Vv
1

IYNLEINAVATY
Iwo Pov

¥

NUNC IW Ee.
reriwwst

_",0.0,,0.0,32,0.3
0,0.5,nearest,0,"INJ

Vv
1

IYNLEINAVATY
Iwo Pov

¥

NUNC IW Ee.
reriwwst

_",0.0,,0.0,32,0.3
0,0.5,bilinear,0,"INJ

Vv
1

IYNLEINAVATY
Iwo Pov

¥

NUNC IW Ee.
reriwwst

_",0.0,,0.0,32,0.3
0,0.5,bicubic,0,"INJ

Vv
1

IYNLEINAVATY
Iwo Pov

¥

NUNC IW Ee.
reriwwst

_",0.0,,0.0,32,0.3
8,0.5,lanczos,0,"EN MA ININ IT
LIVVNXY 7

nar aAT
LIKNI
<a

eX
Y",0.0,"IN
Dt
ox
gS
=",0.07692307692307687,32,0.3
8,0.5,nearest,0,"EN MA ININ IT
LIVVNXY 7

nar aAT
LIKNI
<a

eX
Y",0.0,"TVA Y 7

V)

LIP‘
ete

NI",0.038461538461538436,32,0.3
8,0.5,bilinear,0,"EN MA ININ IT
LIVVNXY 7

nar aAT
LIKNI
<a

eX
Y",0.0,,0.0,32,0.3
8,0.5,bicubic,0,"EN MA ININ IT
LIVVNXY 7

nar aAT
LIKNI
<a

eX
Y",0.0,"IN
Di
ox
gS
=",0.07692307692307687,32,0.3
16,0.5,lanczos,0,"TELINNAININI“7
LIUIVVVALZS

Cn",0.0,"VINAININIZ

ut
UVVVATZS

nct
RO

~~

u

CL",0.0,32,0.3
16,0.5,nearest,0,"TELINNAININI“7
LIUIVVVALZS

Cn",0.0,"By
x

or
28
=2
as
er",0.038461538461538436,32,0.3
16,0.5,bilinear,0,"TELINNAININI“7
LIUIVVVALZS

Cn",0.0,"VINAININIZ

ut
UIVVVATZS

nct
Ror

~

u

NIAD
WEVA

“71
NI",0.0,32,0.3
16,0.5,bicubic,0,"TELINNAININI“7
LIUIVVVALZS

Cn",0.0,"VINAININIZ

it
UVVVATZS

nctr
RO

~

u

NINAD
WEI

71
NI",0.0,32,0.3
24,0.5,lanczos,0,"LINANAIVN 7
VWVVVANAITG

Cr
I

WINGY

(NDON
Vi

I
LIN",0.0,,0.0,32,0.3
24,0.5,nearest,0,"LINANAIVN 7
VWVVVANAITG

Cr
I

WINGY

(NDON
Vi

I
LIN",0.0,"N
5
>
>
<
»

 

WLU VAN

1",0.0,32,0.3
24,0.5,bilinear,0,"LINANAIVN 7
VWVVVANAITG

Cr
I

WINGY

(NDON
Vi

I
LIN",0.0,,0.0,32,0.3
24,0.5,bicubic,0,"LINANAIVN 7
VWVVVANAITG

Cr
I

WINGY

(NDON
Vi

I
LIN",0.0,"~ TAN INATIV NT 7
DUVVWAIL

©
Y

ald",0.0,32,0.3
0,0.5,lanczos,0,"i\ bet EOD bee ee ee A NENG OS Pe EP NANT VY WV 7
wer ee ee wer rw sf",0.0,"NESE Pe et NAW ttt DON ni y v7
Pee Se a Ser eS Sr Se eer",0.0,32,0.5
0,0.5,nearest,0,"i\ bet EOD bee ee ee A NENG OS Pe EP NANT VY WV 7
wer ee ee wer rw sf",0.0,"URE Pe ee AN tt te ini v7
Pee SS er SS eS Se",0.0,32,0.5
0,0.5,bilinear,0,"i\ bet EOD bee ee ee A NENG OS Pe EP NANT VY WV 7
wer ee ee wer rw sf",0.0,"Nee Pee ke a NAW Wt DON ani v7
Pee Se Ser eS Sa Se ee",0.0,32,0.5
0,0.5,bicubic,0,"i\ bet EOD bee ee ee A NENG OS Pe EP NANT VY WV 7
wer ee ee wer rw sf",0.0,"NESE Pe et NAN tt DON ini 7
Pe Se Ser eS Sn Se eer",0.0,32,0.5
8,0.5,lanczos,0,"Pe ee ia Rk ie ke ee ee

eS LIirPri-sart LY! LAL iret FE ene ll Nene

———————— SE ae ae wT le aa",0.0,"Ar rts nt re tre SA AY

poet Et Fa ea ne ae AS",0.0,32,0.5
8,0.5,nearest,0,"Pe ee ia Rk ie ke ee ee

eS LIirPri-sart LY! LAL iret FE ene ll Nene

———————— SE ae ae wT le aa",0.0,"BR tee ts mt eee Na AY 7

HOMIES Tet See eee",0.0,32,0.5
8,0.5,bilinear,0,"Pe ee ia Rk ie ke ee ee

eS LIirPri-sart LY! LAL iret FE ene ll Nene

———————— SE ae ae wT le aa",0.0,"AO rs re te SA AY

sot SS",0.038461538461538436,32,0.5
8,0.5,bicubic,0,"Pe ee ia Rk ie ke ee ee

eS LIirPri-sart LY! LAL iret FE ene ll Nene

———————— SE ae ae wT le aa",0.0,"AO rts re re SA AY

poet a ar WANS",0.0,32,0.5
16,0.5,lanczos,0,"ALIA SO EN EE see PE RAR EAN FAN FASE LW NA ININ IT
PALWA Est PF NTE TE PPNE PVE ENIA PE A PEN. DPR UCP WNT TS

-",0.0,"RAAR EPA 7 RARIDN RARE TIN NANNIT

PAD dE ETE ENE IVEIMA UN IAs",0.0,32,0.5
16,0.5,nearest,0,"ALIA SO EN EE see PE RAR EAN FAN FASE LW NA ININ IT
PALWA Est PF NTE TE PPNE PVE ENIA PE A PEN. DPR UCP WNT TS

-",0.0,"ARPA LI 7 RARIMAA NE TIN NANI
PUPA Psd ENTE ENE IVIIMA UJ IN DEIN",0.0,32,0.5
16,0.5,bilinear,0,"ALIA SO EN EE see PE RAR EAN FAN FASE LW NA ININ IT
PALWA Est PF NTE TE PPNE PVE ENIA PE A PEN. DPR UCP WNT TS

-",0.0,"RAAFRERALI 7 RARIN RARE TIN NANNTIT

PAD Est PE TEE ENE IVEIMA IN EIN",0.0,32,0.5
16,0.5,bicubic,0,"ALIA SO EN EE see PE RAR EAN FAN FASE LW NA ININ IT
PALWA Est PF NTE TE PPNE PVE ENIA PE A PEN. DPR UCP WNT TS

-",0.0,"RAAR EPA 7 RARIDN RARE TIN NANNITD

PAD JE PE TEE NE IVEIMA UN IAs",0.0,32,0.5
24,0.5,lanczos,0,"INE DG ONE © fF PLETE Pts t NANTES NE DE NE DO ED PD INANINNS 7
IALJNELAZ LE NIE PEOJENL_IEVEE MNS ETE NSENWS EASY WY WWD ZL",0.0,"Wid UN bf ad Fiz RAKIF VIF AIO PE INAAIWS 7s
PAWEUV LE! Vrs SIN Ue",0.0,32,0.5
24,0.5,nearest,0,"INE DG ONE © fF PLETE Pts t NANTES NE DE NE DO ED PD INANINNS 7
IALJNELAZ LE NIE PEOJENL_IEVEE MNS ETE NSENWS EASY WY WWD ZL",0.0,"Wise UNE fe Lae Faz KARI VE Ee PEA 7
PAV Sr Nw Ue",0.0,32,0.5
